symbol,ts_code,tencent_name,price_hkd,prev_close,latest_open,volume_shares,turnover_hkd,quote_time,pct_chg,latest_high,latest_low,total_mv_hkd,float_mv_hkd,tencent_pe,tencent_pb
00001,00001.HK,长和,66.85,67.0,67.75,399700.0,26989475.0,2026/06/30 09:31:55,-0.22,67.75,66.75,256038470000.0,256038470000.0,21.62,1.49
00002,00002.HK,中电控股,74.05,73.95,73.95,183000.0,13518400.0,2026/06/30 09:32:02,0.14,74.15,73.5,187083660000.0,187083660000.0,17.87,0.88
00003,00003.HK,香港中华煤气,6.66,6.7,6.69,1166336.0,7789624.32,2026/06/30 09:31:38,-0.6,6.72,6.66,124274730000.0,124274730000.0,21.85,0.9
00004,00004.HK,九龙仓集团,18.62,18.5,18.8,7000.0,131600.0,2026/06/30 09:31:51,0.65,18.8,18.8,56903230000.0,56903230000.0,1138.06,0.0
00005,00005.HK,汇丰控股,147.9,147.6,147.5,883361.0,130504882.6,2026/06/30 09:31:58,0.2,148.3,147.5,2541449090000.0,2541449090000.0,15.48,0.54
00006,00006.HK,电能实业,57.1,57.65,57.65,140000.0,7990537.5,2026/06/30 09:32:00,-0.95,57.65,56.8,121686100000.00002,121686100000.00002,19.51,1.47
00007,00007.HK,智富资源投资,0.032,0.032,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,107360000.00000001,107360000.00000001,-0.92,0.0
00008,00008.HK,电讯盈科,5.43,5.44,5.44,34538.0,187619.2,2026/06/30 09:31:16,-0.18,5.44,5.42,42070350000.0,42070350000.0,-166.29,0.37
00010,00010.HK,恒隆集团,12.92,12.79,13.0,1000.0,13000.0,2026/06/30 09:31:49,1.02,13.0,13.0,17592110000.0,17592110000.0,12.84,0.0
00012,00012.HK,恒基地产,25.3,25.5,25.4,160000.0,4049738.0,2026/06/30 09:31:51,-0.78,25.4,25.2,122487089999.99998,122487089999.99998,21.67,0.78
00013,00013.HK,和黄医药,16.91,16.77,17.0,126500.0,2144260.0,2026/06/30 09:32:03,0.83,17.02,16.78,14751190000.0,14751190000.0,4.15,1.43
00014,00014.HK,希慎兴业,16.76,16.8,16.6,4000.0,66960.0,2026/06/30 09:31:45,-0.24,16.8,16.6,17212660000.0,17212660000.0,54.64,1.19
00016,00016.HK,新鸿基地产,113.0,113.8,112.3,226358.0,25550277.4,2026/06/30 09:32:02,-0.7,113.6,112.2,327449170000.0,327449170000.0,16.99,1.23
00017,00017.HK,新世界发展,6.47,6.55,6.56,457000.0,2976490.0,2026/06/30 09:32:01,-1.22,6.56,6.46,16282620000.0,16282620000.0,-1.0,1.53
00018,00018.HK,东方传媒集团,0.26,0.26,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,623460000.0,623460000.0,46.7,0.0
00019,00019.HK,太古股份公司A,84.05,83.5,83.0,29000.0,2419800.0,2026/06/30 09:32:01,0.66,84.7,81.85,65473940000.00001,65473940000.00001,22.29,3.41
00020,00020.HK,商汤-W,1.34,1.34,1.33,9701000.0,12966000.0,2026/06/30 09:32:04,0.0,1.34,1.33,55887040000.0,56570230000.0,-28.93,0.75
00021,00021.HK,大中华控股,0.073,0.073,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,290190000.0,290190000.0,-1.96,0.0
00022,00022.HK,茂盛控股,0.045,0.041,0.043,160000.0,7120.0,2026/06/30 09:31:53,9.76,0.045,0.043,88490000.0,88490000.0,-2.76,4.88
00023,00023.HK,东亚银行,12.73,12.76,13.14,12400.0,159790.0,2026/06/30 09:31:52,-0.24,13.14,12.73,33660330000.0,33660330000.0,9.61,3.21
00025,00025.HK,其士国际,4.19,4.19,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,1262310000.0,1262310000.0,-2.67,0.0
00026,00026.HK,中华汽车,57.5,57.5,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,2600080000.0,2600080000.0,-14.09,0.0
00027,00027.HK,银河娱乐,30.14,29.82,30.4,1348800.0,40683219.116,2026/06/30 09:32:03,1.07,30.4,29.62,131990320000.0,131990320000.0,12.37,2.62
00028,00028.HK,天安,3.85,3.85,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,5644370000.0,5644370000.0,3.19,0.0
00029,00029.HK,达力集团,10.25,10.25,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,2436460000.0,2436460000.0,-38.92,0.0
00030,00030.HK,云白国际,0.25,0.25,0.25,20000.0,5000.0,2026/06/30 09:30:00,0.0,0.25,0.25,2378840000.0,2378840000.0,519.39,0.0
00031,00031.HK,航天控股,0.66,0.67,0.66,143120.0,94425.6,2026/06/30 09:31:34,-1.49,0.66,0.66,2036110000.0,2036110000.0,-12.3,0.0
00032,00032.HK,港通控股,7.52,7.52,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,2802620000.0,2802620000.0,3.87,0.0
00033,00033.HK,INTL GENIUS,0.4,0.4,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,223300000.0,223300000.0,-5.58,0.0
00034,00034.HK,九龙建业,4.64,4.64,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,6060800000.0,6060800000.0,46.42,0.0
00035,00035.HK,远东发展,0.68,0.68,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,2080150000.0,2080150000.0,-1.72,0.0
00036,00036.HK,远东控股国际,0.275,0.275,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,89850000.0,89850000.0,-1.22,0.0
00037,00037.HK,远东酒店实业,0.485,0.485,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,364980000.0,364980000.0,-54.95,0.0
00038,00038.HK,第一拖拉机股份,6.82,6.8,6.82,3934.0,26791.2,2026/06/30 09:30:40,0.29,6.82,6.82,2673030000.0,7663260000.0,8.52,0.0
00039,00039.HK,中国北大荒,0.045,0.045,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,361690000.0,361690000.0,-1.22,0.0
00040,00040.HK,金山科技工业,0.7,0.7,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,631740000.0,631740000.0,19.38,0.0
00041,00041.HK,鹰君,14.8,14.85,14.8,2000.0,29600.0,2026/06/30 09:30:53,-0.34,14.8,14.8,11095540000.0,11095540000.0,-6.71,0.0
00042,00042.HK,东北电气,0.28,0.28,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,72230000.0,244539999.99999997,-2.67,0.0
00045,00045.HK,大酒店,5.26,5.26,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,8768100000.0,8768100000.0,27.4,0.0
00046,00046.HK,科联系统,1.24,1.24,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,302970000.0,302970000.0,16.43,0.0
00048,00048.HK,中国汽车内饰,0.345,0.345,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,151040000.0,151040000.0,-6.57,0.0
00050,00050.HK,香港小轮(集团),4.85,4.85,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,1727930000.0,1727930000.0,5.15,0.0
00051,00051.HK,海港企业,4.36,4.36,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,3090150000.0,3090150000.0,-13.21,0.0
00052,00052.HK,大快活集团,4.55,4.53,4.55,34000.0,154700.0,2026/06/30 09:30:06,0.44,4.55,4.55,589470000.0,589470000.0,16.59,0.0
00053,00053.HK,国浩集团,66.85,66.85,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,21997080000.0,21997080000.0,5.46,0.0
00055,00055.HK,中星集团控股,0.137,0.137,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,34710000.0,34710000.0,-0.71,0.0
00057,00057.HK,震雄集团,1.54,1.54,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,971060000.0,971060000.0,8.3,0.0
00058,00058.HK,新威国际,0.238,0.238,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,122690000.00000001,122690000.00000001,-3.05,0.0
00059,00059.HK,天誉置业,0.01,0.01,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,84460000.0,84460000.0,-0.02,0.0
00060,00060.HK,香港食品投资,0.495,0.495,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,126550000.0,126550000.0,-6.72,0.0
00061,00061.HK,绿领控股,0.048,0.048,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,25260000.0,25260000.0,0.04,0.0
00062,00062.HK,载通,9.55,9.55,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,5122600000.0,5122600000.0,12.87,0.0
00063,00063.HK,中亚烯谷集团,0.046,0.046,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,292220000.0,292220000.0,28.67,0.0
00064,00064.HK,结好控股,3.4,3.4,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,2101870000.0,2101870000.0,39.37,0.0
00065,00065.HK,弘海高新资源,0.2,0.2,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,49110000.0,49110000.0,-0.96,0.0
00066,00066.HK,港铁公司,30.88,31.1,31.1,153000.0,4735685.0,2026/06/30 09:32:01,-0.71,31.1,30.86,192222540000.0,192222540000.0,13.1,0.77
00068,00068.HK,群核科技,11.31,11.7,11.7,18000.0,208640.0,2026/06/30 09:31:18,-3.33,11.7,11.31,19523310000.0,19523310000.0,-41.21,3.33
00069,00069.HK,香格里拉(亚洲),3.95,3.96,0.0,0.0,0.0,2026/06/30 09:30:24,-0.25,0.0,0.0,14184910000.0,14184910000.0,16.23,0.0
00070,00070.HK,金粤控股,0.048,0.048,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,93060000.0,93060000.0,-0.94,0.0
00071,00071.HK,美丽华酒店,10.15,10.15,10.15,5000.0,50750.0,2026/06/30 09:30:25,0.0,10.15,10.15,7013240000.0,7013240000.0,10.35,0.0
00072,00072.HK,超媒体控股,0.24,0.24,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,105200000.0,105200000.0,-2.61,0.0
00073,00073.HK,亚洲果业,2.08,2.08,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,30990000.0,30990000.0,-1.18,0.0
00075,00075.HK,渝太地产,0.16,0.16,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,127930000.00000001,127930000.00000001,-0.37,0.0
00076,00076.HK,谊砾控股,0.132,0.132,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,58660000.0,58660000.0,-0.52,0.0
00077,00077.HK,进智公共交通,0.445,0.445,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,121000000.0,121000000.0,14.41,0.0
00078,00078.HK,富豪酒店,0.41,0.41,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,368500000.0,368500000.0,-0.31,0.0
00079,00079.HK,世纪建业,0.084,0.084,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,27389999.999999996,27389999.999999996,-1.94,0.0
00080,00080.HK,CAI控股,0.265,0.265,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,577260000.0,577260000.0,-18.23,0.0
00081,00081.HK,中国海外宏洋集团,2.18,2.18,2.21,118000.0,257740.0,2026/06/30 09:30:48,0.0,2.21,2.18,7759439999.999999,7759439999.999999,23.0,1.38
00082,00082.HK,疯狂体育,0.08,0.08,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,362090000.0,362090000.0,-74.38,0.0
00083,00083.HK,信和置业,10.32,10.44,10.58,102000.0,1071540.0,2026/06/30 09:31:29,-1.15,10.58,10.31,98928980000.0,98928980000.0,24.62,2.59
00084,00084.HK,宝光实业,0.071,0.071,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,73620000.0,73620000.0,-1.56,0.0
00085,00085.HK,中电华大科技,1.06,1.03,1.06,8000.0,8480.0,2026/06/30 09:20:36,2.91,1.06,1.06,2151660000.0,2151660000.0,9.14,0.0
00086,00086.HK,新鸿基公司,4.0,4.0,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,7854989999.999999,7854989999.999999,4.93,0.0
00087,00087.HK,太古股份公司B,12.8,12.8,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,36466340000.0,36466340000.0,12.41,0.0
00088,00088.HK,大昌集团,3.36,3.36,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,2074909999.9999998,2074909999.9999998,-94.31,0.0
00089,00089.HK,大生地产,1.96,1.96,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,563830000.0,563830000.0,-2.19,0.0
00090,00090.HK,普星能量,1.16,1.16,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,531980000.0,531980000.0,12.53,0.0
00092,00092.HK,冠军科技集团,0.185,0.185,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,203060000.00000003,203060000.00000003,-4.59,0.0
00093,00093.HK,零在科技金融,0.39,0.395,0.0,0.0,0.0,2026/06/30 09:30:13,-1.27,0.0,0.0,1040380000.0,1040380000.0,49.7,0.0
00094,00094.HK,绿心集团,0.058,0.058,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,161380000.0,161380000.0,-1.61,0.0
00095,00095.HK,绿景中国地产,0.183,0.183,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,1164570000.0,1164570000.0,-0.12,0.0
00096,00096.HK,友成控股,0.49,0.49,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,311910000.0,311910000.0,2.78,0.0
00097,00097.HK,恒基发展,0.158,0.158,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,481480000.0,481480000.0,-7.19,0.0
00098,00098.HK,兴发铝业,6.51,6.51,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,2738430000.0,2738430000.0,3.91,0.0
00099,00099.HK,王氏国际,1.25,1.25,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,598100000.0,598100000.0,-3.62,0.0
00100,00100.HK,MINIMAX-W,418.6,429.4,436.0,12300.0,5281844.0,2026/06/30 09:31:57,-2.52,437.0,417.2,97338220000.0,131287740000.00002,-9.01,4.61
00101,00101.HK,恒隆地产,6.95,7.02,7.11,421000.0,2936517.0,2026/06/30 09:32:00,-1.0,7.11,6.93,36161420000.0,36161420000.0,20.02,2.56
00103,00103.HK,首佳科技,2.05,2.05,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,1062570000.0,1062570000.0,19.59,0.0
00104,00104.HK,冠亚商业,0.255,0.255,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,190520000.0,190520000.0,4.83,0.0
00105,00105.HK,凯联国际酒店,5.22,5.22,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,1879200000.0000002,1879200000.0000002,-3.96,0.0
00106,00106.HK,朗诗绿色管理,0.019,0.019,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,89720000.0,89720000.0,-0.06,0.0
00107,00107.HK,四川成渝高速公路,4.38,4.38,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,3921500000.0000005,13394300000.000002,7.99,0.0
00108,00108.HK,国锐生活,2.16,2.14,0.0,0.0,0.0,2026/06/30 09:31:49,0.93,0.0,0.0,7174169999.999999,7174169999.999999,-65.44,0.0
00110,00110.HK,中国长远,0.31,0.31,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,86350000.0,86350000.0,-5.96,0.0
00111,00111.HK,信达国际控股,0.63,0.64,0.64,4000.0,2560.0,2026/06/30 09:30:54,-1.56,0.64,0.64,403960000.0,403960000.0,5.02,0.0
00113,00113.HK,迪生创建,6.04,6.03,0.0,0.0,0.0,2026/06/30 09:30:00,0.17,0.0,0.0,2331800000.0,2331800000.0,9.37,0.0
00114,00114.HK,兴利集团,0.64,0.65,0.65,30000.0,19400.0,2026/06/30 09:31:08,-1.54,0.65,0.64,386870000.0,386870000.0,7.21,1.54
00115,00115.HK,钧濠集团,6.63,6.63,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,137300000.0,137300000.0,-1.67,0.0
00116,00116.HK,周生生,9.94,9.9,9.93,14000.0,139130.0,2026/06/30 09:31:04,0.4,9.95,9.93,6676819999.999999,6676819999.999999,3.89,0.2
00117,00117.HK,天利控股集团,4.36,4.44,4.45,266000.0,1188260.0,2026/06/30 09:32:00,-1.8,4.57,4.36,3247110000.0,3247110000.0,21.98,4.73
00118,00118.HK,大同机械,0.201,0.201,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,173250000.0,173250000.0,12.94,0.0
00119,00119.HK,保利置业集团,1.58,1.59,1.63,360000.0,572470.0,2026/06/30 09:32:02,-0.63,1.63,1.57,6037470000.0,6037470000.0,24.21,3.77
00120,00120.HK,四海国际,0.048,0.048,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,78700000.0,78700000.0,-0.17,0.0
00122,00122.HK,鳄鱼恤,1.41,1.41,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,145960000.0,145960000.0,-1.35,0.0
00123,00123.HK,越秀地产,3.32,3.37,3.49,130000.0,437350.0,2026/06/30 09:31:23,-1.48,3.49,3.32,13364300000.0,13364300000.0,219.22,5.04
00124,00124.HK,粤海置地,0.198,0.198,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,338880000.0,338880000.0,-0.57,0.0
00125,00125.HK,新兴光学,0.295,0.295,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,77520000.0,77520000.0,-1.69,0.0
00126,00126.HK,佳宁娜,0.108,0.108,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,169710000.0,169710000.0,-1.26,0.0
00127,00127.HK,华人置业,1.06,1.06,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,2022080000.0,2022080000.0,-5.2,0.0
00128,00128.HK,安宁控股,0.54,0.54,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,891360000.0000001,891360000.0000001,36.71,0.0
00129,00129.HK,泛海集团,0.175,0.175,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,248610000.0,248610000.0,-0.07,0.0
00130,00130.HK,慕诗国际,0.19,0.19,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,54710000.0,54710000.0,-1.2,0.0
00131,00131.HK,卓能(集团),1.35,1.35,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,881110000.0,881110000.0,-0.89,0.0
00132,00132.HK,兴业控股,0.189,0.189,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,323630000.0,323630000.0,27.06,0.0
00133,00133.HK,招商局中国基金,21.32,20.84,21.38,8000.0,170080.0,2026/06/30 09:31:56,2.3,21.38,21.32,3247740000.0000005,3247740000.0000005,2.2,0.29
00135,00135.HK,昆仑能源,6.53,6.5,6.46,79031.0,515000.26,2026/06/30 09:31:43,0.46,6.54,6.46,56404280000.00001,56404280000.00001,9.53,1.23
00136,00136.HK,中国儒意,1.48,1.46,1.47,5580000.0,8328764.0,2026/06/30 09:32:03,1.37,1.51,1.47,24864910000.0,24864910000.0,12.5,2.74
00137,00137.HK,金辉集团,0.59,0.59,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,312870000.0,312870000.0,10.74,0.0
00138,00138.HK,中建富通,0.375,0.375,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,59990000.0,59990000.0,-0.18,0.0
00139,00139.HK,小鱼盈通,0.113,0.113,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,138820000.0,138820000.0,-1.01,0.0
00142,00142.HK,第一太平,4.91,4.92,4.91,3184000.0,15552718.8,2026/06/30 09:30:00,-0.2,4.91,4.91,20927010000.0,20927010000.0,4.07,0.0
00144,00144.HK,招商局港口,12.75,12.71,12.9,4000.0,51300.0,2026/06/30 09:31:30,0.31,12.9,12.75,53524620000.00001,53524620000.00001,8.29,1.18
00145,00145.HK,信能低碳,0.18,0.18,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,65920000.0,65920000.0,-3.13,0.0
00146,00146.HK,太平地毡,1.56,1.56,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,331010000.0,331010000.0,7.56,0.0
00147,00147.HK,国际商业结算,0.06,0.058,0.06,535000.0,32100.0,2026/06/30 09:30:25,3.45,0.06,0.06,1386080000.0,1386080000.0,-4.7,0.0
00148,00148.HK,建滔集团,121.1,120.0,120.0,1414000.0,171141060.5,2026/06/30 09:32:03,0.92,122.8,117.2,135847769999.99998,135847769999.99998,30.86,4.67
00149,00149.HK,中国农产品交易,0.063,0.064,0.0,0.0,0.0,2026/06/30 09:30:00,-1.56,0.0,0.0,627040000.0,627040000.0,81.58,0.0
00150,00150.HK,HYPEBEAST,0.159,0.159,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,320120000.0,320120000.0,18.23,0.0
00151,00151.HK,中国旺旺,3.85,3.89,3.82,32000.0,123100.0,2026/06/30 09:31:00,-1.03,3.88,3.82,45436430000.0,45436430000.0,9.67,1.54
00152,00152.HK,深圳国际,5.41,5.47,5.46,70000.0,379985.0,2026/06/30 09:31:23,-1.1,5.46,5.41,13260270000.0,13260270000.0,5.89,0.91
00154,00154.HK,北京控股环境集团,0.42,0.42,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,630150000.0,630150000.0,2.45,0.0
00156,00156.HK,力宝华润,0.97,0.97,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,891130000.0000001,891130000.0000001,-14.54,0.0
00157,00157.HK,自然美,0.46,0.46,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,920970000.0,920970000.0,87.04,0.0
00158,00158.HK,万邦投资,56.1,56.1,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,1402500000.0,1402500000.0,-2.19,0.0
00159,00159.HK,布莱克万矿业,0.061,0.061,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,566090000.0,566090000.0,-16.36,0.0
00160,00160.HK,汉国置业,0.78,0.78,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,561930000.0,561930000.0,-0.83,0.0
00162,00162.HK,世纪金花,0.038,0.038,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,43690000.0,43690000.0,-0.09,0.0
00163,00163.HK,英皇国际,0.15,0.15,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,827450000.0,827450000.0,-0.34,0.0
00164,00164.HK,中国宝力科技,0.49,0.49,0.49,5000.0,2450.0,2026/06/30 09:30:06,0.0,0.49,0.49,171140000.0,171140000.0,-321.09,0.0
00165,00165.HK,中国光大控股,5.33,5.31,5.32,142000.0,752580.0,2026/06/30 09:31:47,0.38,5.33,5.26,8982400000.0,8982400000.0,-4.47,1.32
00166,00166.HK,新时代集团控股,0.029,0.029,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,253510000.0,253510000.0,-0.33,0.0
00167,00167.HK,万威国际,7.0,7.0,7.0,18000.0,126000.0,2026/06/30 09:30:50,0.0,7.0,7.0,3639889999.9999995,3639889999.9999995,52.67,0.0
00168,00168.HK,青岛啤酒股份,45.04,44.52,44.66,381821.0,17201707.62,2026/06/30 09:32:03,1.17,45.46,44.64,29504320000.0,61443350000.0,12.1,1.84
00169,00169.HK,万达酒店发展,0.102,0.102,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,479129999.99999994,479129999.99999994,0.27,0.0
00171,00171.HK,银建国际,0.034,0.034,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,78360000.0,78360000.0,-0.08,0.0
00173,00173.HK,嘉华国际,1.95,1.95,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,6147820000.0,6147820000.0,-7.07,0.0
00174,00174.HK,盛洋投资,0.223,0.223,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,162990000.0,162990000.0,-0.55,0.0
00175,00175.HK,吉利汽车,16.78,16.92,16.63,1930556.0,32602323.81,2026/06/30 09:32:01,-0.83,16.88,16.53,180968620000.0,180968620000.0,9.7,2.07
00176,00176.HK,先机企业集团,0.013,0.013,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,26420000.0,26420000.0,-0.11,0.0
00177,00177.HK,江苏宁沪高速公路,9.64,9.68,9.66,10000.0,96560.0,2026/06/30 09:31:08,-0.41,9.66,9.64,11780080000.0,48563890000.0,9.55,0.21
00178,00178.HK,莎莎国际,0.89,0.89,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,2761840000.0,2761840000.0,13.78,0.0
00179,00179.HK,德昌电机控股,19.6,18.97,19.14,713000.0,13831375.0,2026/06/30 09:32:02,3.32,19.68,19.08,18314480000.0,18314480000.0,11.56,3.16
00180,00180.HK,开达集团,0.188,0.188,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,178710000.0,178710000.0,-0.94,0.0
00181,00181.HK,闽港控股,0.103,0.103,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,117990000.0,117990000.0,-7.8,0.0
00182,00182.HK,协合新能源,0.405,0.402,0.405,1540000.0,625350.0,2026/06/30 09:30:05,0.75,0.41,0.405,3184760000.0,3184760000.0,20.59,1.24
00183,00183.HK,宏辉集团,0.154,0.154,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,87300000.0,87300000.0,-1.31,0.0
00184,00184.HK,激成投资,2.32,2.31,0.0,0.0,0.0,2026/06/30 09:30:03,0.43,0.0,0.0,789260000.0,789260000.0,3.07,0.0
00185,00185.HK,正商实业,0.072,0.072,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,137760000.0,137760000.0,-0.15,0.0
00186,00186.HK,敏捷控股,0.156,0.156,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,856790000.0,856790000.0,14.05,0.0
00187,00187.HK,京城机电股份,3.03,3.04,3.05,24000.0,73120.0,2026/06/30 09:31:23,-0.33,3.05,3.03,303000000.0,1658880000.0,-27.94,0.66
00188,00188.HK,新华汇富金融,0.243,0.243,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,185790000.0,185790000.0,-5.1,0.0
00189,00189.HK,东岳集团,19.25,19.41,19.33,855000.0,16573660.0,2026/06/30 09:32:03,-0.82,19.62,19.1,33354700000.000004,33354700000.000004,18.35,2.68
00191,00191.HK,丽新国际,0.65,0.65,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,574190000.0,574190000.0,-0.34,0.0
00193,00193.HK,冠中地产,0.202,0.202,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,47110000.0,47110000.0,-3.39,0.0
00194,00194.HK,廖创兴企业,4.28,4.28,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,1620339999.9999998,1620339999.9999998,134.5,0.0
